id,code,name,user_type_id:id,reconcile,chart_template_id:id
0505005,0505005,F.DO SVAL. DIRITTI DI BREVETTO,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0605005,0605005,TERRENI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0605006,0605006,TERRENI AMMORTIZZABILI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0605010,0605010,FABBRICATI CIVILI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0605015,0605015,FABBRICATI IND.LI. E COMM.LI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0605020,0605020,COSTRUZIONI LEGGERE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0605025,0605025,FAB.USO UFF.ACQ. <90-07/8/9 PROFES.,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0610005,0610005,IMPIANTI GENERICI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0610010,0610010,IMPIANTI SPECIFICI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0610015,0610015,MACCHINARI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0615005,0615005,ATTREZZAT. IND.LI E COMM.LI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0615010,0615010,"ATTR.VARIE E MINUTE (<516,46 E.)",account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0620005,0620005,MOBILI E MACCHINE ORD. D'UFFICIO,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0620010,0620010,MACCHINE ELETTROMEC. D'UFFICIO,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0625015,0625015,AUTOCARRI/AUTOVETTURE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0625020,0625020,AUTO AGENTI/RAPPRESENTANTI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0625025,0625025,AUTOVETTURE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0625030,0625030,MOTOVEICOLI AGENTI/RAPPRES.,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0625035,0625035,MOTOVEICOLI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0630040,0630040,ARREDAMENTO,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0630045,0630045,STIGLIATURA,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0630050,0630050,IMBALLAGGI DUREVOLI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0630055,0630055,NAVI (art. 8 Bis),account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0630060,0630060,BIANCHERIA-ALBERGHI E RISTORANTI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0630100,0630100,ALTRI BENI MATERIALI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0630110,0630110,IMMOBILIZZAZIONI ATTIVE - P,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0630120,0630120,IMMOBILIZZAZIONI PASSIVE - P,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0635005,0635005,IMMOB. MATERIALI IN CORSO,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0635010,0635010,FORN.IMMOB.MATERIALI C/ACCONTI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0705006,0705006,F/AMM TERRENI,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0705010,0705010,F/AMM FABBRICATI CIVILI,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0705015,0705015,F/AMM FABBR. IND.LI E COMM.LI.,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0705020,0705020,F/AMM COSTRUZIONI LEGGERE,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0705025,0705025,F/AMM FAB.USO UFF.<90-07/8/9 PROFES.,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0710005,0710005,F/AMM IMPIANTI GENERICI,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0710010,0710010,F/AMM IMPIANTI SPECIFICI,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0710015,0710015,F/AMM MACCHINARI,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0715005,0715005,F/AMM ATTREZ. IND.LI E COMM.LI,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0715010,0715010,F/AMM ATTR. VARIE E MINUTE,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0720005,0720005,F/AMM MOBILI E MACCH. ORD. D'UFF,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0720010,0720010,F/AMM MACCH. ELETTROM. D'UFF.,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0725015,0725015,F/AMM. AUTOCARRI/AUTOVETTURE,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0725020,0725020,F/AMM. AUTO AGENTI/RAPPRES.,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0725025,0725025,F/AMM. AUTOVETTURE,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0725030,0725030,F/AMM. MOTOVEIC. AGENTI/RAPPRES.,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0725035,0725035,F/AMM. MOTOVEICOLI,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0730040,0730040,F/AMM. ARREDAMENTO,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0730045,0730045,F/AMM. STIGLIATURA,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0730050,0730050,F/AMM. IMBALLAGGI DUREVOLI,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0730055,0730055,F/AMM. NAVI (art. 8 Bis),account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0730060,0730060,F/AMM.BIANCHERIA-ALBERGHI E RIST,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0730100,0730100,F/AMM. ALTRI BENI MATERIALI,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0805005,0805005,F.DO SVALUTAZIONE TERRENI,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
0905005,0905005,PARTEC. IN IMPRESE CONTROLLATE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0905010,0905010,PARTEC. IN IMPRESE COLLEGATE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0905015,0905015,PARTEC. IN IMPRESE CONTROLLANTI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0905090,0905090,PARTECIPAZIONI  IN ALTRE IMPR.,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0905095,0905095,PARTECIPAZIONE IN SOC. DI PERS.,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0910005,0910005,CREDITI V/IMPRESE CONTROLLATE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0910006,0910006,CRED.V/IMPR.CONTR.OLTRE ESER.SUC.,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0910010,0910010,CREDITI V/IMPRESE COLLEGATE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0910011,0910011,CRED.V/IMPR.COLL.OLTRE ESER.SUC.,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0910015,0910015,CREDITI V/CONTROLLANTI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0910016,0910016,CREDITI V/CONTROLLANTI OLTRE ES. SUC.,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0910020,0910020,MUTUI ATTIVI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0910025,0910025,CAMBIALI ATTIVE FINANZIARIE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0910030,0910030,DEPOSITI CAUZIONALI SU CONTRATTI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0910035,0910035,POLIZZA ASSIC. CAPITALIZZ. TFR,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0910040,0910040,ERARIO C/ACC.TI RITENUTE TFR,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0910090,0910090,ALTRI CRED.IMM.OLTRE ES.SUCC.,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0915005,0915005,TITOLI A REDDITO FISSO IMMOBILIZ,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
0920005,0920005,AZIONI PROPRIE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1005005,1005005,F/SVAL. PARTEC. IN. IMPR. CONTR.,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
1005010,1005010,F/SVAL. PARTEC. IN IMPR. COLLEG.,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
1005015,1005015,F/SVAL. PARTEC. IN IMPR. CONTROL,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
1005020,1005020,F/SVAL. PARTEC. IN ALTRE IMP.,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
1005025,1005025,F/DO SVAL. RISCHI SU CREDITI IMM,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
1005030,1005030,F/SVAL. TIT. A REDD. FISSO IMM.,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
1005035,1005035,FONDO SVALUTAZ. AZIONI PROPRIE,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
1105005,1105005,MATERIE PRIME,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1105010,1105010,MATERIE SUSSIDIARIE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1105015,1105015,MATERIE DI CONSUMO,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1105020,1105020,MATERIALI VARI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1110005,1110005,PRODOTTI IN CORSO DI LAVORAZIONE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1110010,1110010,SEMILAVORATI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1115005,1115005,LAV.IN CORSO SU ORD. (<12 MESI),account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1115015,1115015,OPERE/SERV.ULTRAN.inESEC-VAL.RIC,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1115020,1115020,OPERE/SERV.ULTRANinESEC-VAL.COST,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1120005,1120005,PRODOTTI FINITI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1120010,1120010,MERCI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1125005,1125005,FORNITORI C/ACC.-RIMANENZE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1401,1401,CREDITI V/CLIENTI,account.data_account_type_receivable,TRUE,l10n_it_chart_generic
1501,1501,ALTRI CREDITI V/CLIENTI,account.data_account_type_receivable,TRUE,l10n_it_chart_generic
1505005,1505005,EFFETTI IN PORTAFOGLIO,account.data_account_type_receivable,TRUE,l10n_it_chart_generic
1505010,1505010,EFFETTI ALLO SCONTO,account.data_account_type_receivable,TRUE,l10n_it_chart_generic
1505015,1505015,EFFETTI ALL'INCASSO,account.data_account_type_receivable,TRUE,l10n_it_chart_generic
1505020,1505020,EFFETTI AL SALVO BUON FINE,account.data_account_type_receivable,TRUE,l10n_it_chart_generic
1505021,1505021,EFFETTI AL SALVO BUON FINE CRF,account.data_account_type_receivable,TRUE,l10n_it_chart_generic
1505022,1505022,EFFETTI AL SALVO BUON FINE BCC,account.data_account_type_receivable,TRUE,l10n_it_chart_generic
1505023,1505023,EFFETTI ATTIVI,account.data_account_type_receivable,TRUE,l10n_it_chart_generic
1505024,1505024,ANTICIPI SU FATTURE BCC,account.data_account_type_receivable,TRUE,l10n_it_chart_generic
1505025,1505025,EFFETTI INSOLUTI E PROTESTATI,account.data_account_type_receivable,TRUE,l10n_it_chart_generic
1505030,1505030,CREDITI INSOLUTI V/CLIENTI,account.data_account_type_receivable,TRUE,l10n_it_chart_generic
1505035,1505035,RICEVUTE BANCARIE S.B.F.,account.data_account_type_receivable,TRUE,l10n_it_chart_generic
1505040,1505040,CLIENTI C/SPESE ANTICIPATE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1505045,1505045,FATTURE DA EMETTERE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1505050,1505050,CARTE DI CREDITO,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1505090,1505090,ALTRI CREDITI V/CLIENTI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1505091,1505091,CRED.V/CLI.ESIG.OLTRE ES.SUCC.,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1610010,1610010,F/DO RISCHI SU CREDITI V.CLIENTI,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
1610011,1610011,F/DO RISCHI SU CREDITI TASSATO,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
1610040,1610040,F/DO RISC.SU CREDITI P/INT.MORA,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
1805005,1805005,CREDITI V/IMPRESE CONTROLLATE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1805090,1805090,CREDITI V/CONTROLLATE OLTRE ES. SUC.,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1810005,1810005,CREDITI V/IMPRESE COLLEGATE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1810090,1810090,CREDITI V/COLLEGATE OLTRE ES. SUC.,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1815005,1815005,CREDITI V/CONTROLLANTI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1815090,1815090,CREDITI V/CONTROLLANTI OLTRE ES. SUC.,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1820005,1820005,IVA SU ACQUISTI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1820006,1820006,IVA SU ACQUISTI INTRACOMUNITARI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1820007,1820007,IVA SU ACQUISTI EXTRACOMUNITARI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1820010,1820010,IVA SU ACQUISTI SOSPESA,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1820015,1820015,ERARIO C/ACCONTO IVA,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1820020,1820020,ERARIO C/RIMBORSO IVA,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1820030,1820030,ERARIO C/ACCONTI IRPEG,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1820035,1820035,ERARIO C/RIMBORSO IRPEG,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1820037,1820037,ERARIO C/ACCONTI IRES,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1820040,1820040,REGIONI C/ACCONTI IRAP,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1820050,1820050,ERARIO C/RITENUTE SUBITE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1820055,1820055,ERARIO C/RITENUTE DA SCOMPUTARE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1820065,1820065,ERARIO C/CRED. D'IMPOSTA,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1820070,1820070,ERARIO C/ACCONTO RITENUTA T.F.R.,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1820080,1820080,ERARIO C/COMPENSAZIONI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1820090,1820090,ALTRI CREDITI TRIBUTARI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1820190,1820190,ALTRI CRED.TRIB.ESIG.OLTRE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1822005,1822005,CREDITI PER IMPOSTE ANTICIPATE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1822105,1822105,CRED.P/IMPOSTE ANTIC.ESIG.OLTRE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1825005,1825005,INPS C/ACCONTI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1825010,1825010,INPS C/RIMBORSI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1825015,1825015,INPS C/CONGUAGLIO,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1825020,1825020,INAIL C/ACCONTI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1825025,1825025,INAIL C/RIMBORSI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1825030,1825030,INAIL C/CONGUAGLIO,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1825090,1825090,ALTRI CREDITI V/ISTITUTI PREVID.,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1830005,1830005,SOCI C/PRELEVAMENTI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1830090,1830090,ALTRI CREDITI V/SOCI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1835005,1835005,DIPENDENTI C/CONTRIBUTI ANTIC.,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1835010,1835010,DIPENDENTI C/ANTICIPI SU RETRIB.,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1835015,1835015,DIPENDENTI C/ANTICIPI SU TFR,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1835020,1835020,DIPENDENTI C/PRESTITI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1835025,1835025,DIPEND. C/ANTICIPI SPESE VIAGGIO,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1835090,1835090,ALTRI CREDITI V/DIPENDENTI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1840005,1840005,FORNITORI C/CAUZ.IMBALLAGGI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1840025,1840025,CAPARRE A FORNITORI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1840030,1840030,FORNITORI C/PREMI DA LIQUIDARE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1840035,1840035,FORNITORI C/SPESE ANTICIPATE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1840040,1840040,NOTE CREDITO DA RICEVERE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1840090,1840090,ALTRI CREDITI V/FORNITORI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1845005,1845005,CREDITI PER CAUZIONI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1845010,1845010,CREDITI PER ANTICIPI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1845030,1845030,ASSICURAZIONI C/RISARCIMENTI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1845040,1845040,CREDITI V/FACTOR,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1845050,1845050,ASSOCIATI IN PARTECIP. C/UTILI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1845090,1845090,CREDITI DIVERSI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1845091,1845091,CRED.DIV.ESIG.OLTRE ES.SUCC.,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1845092,1845092,CREDITI DI FINANZ. (ATTIVO CIRCOLANTE),account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
1905005,1905005,F.DO RIS.CRE. V/IMP. CONTROLLATE,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
1905025,1905025,F.DO RISCHI SU CRE. V/IMP. COLLE,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
1905045,1905045,F.DO RIS.CRE.V/IMP.CONTROLLANTI,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
1905090,1905090,F.DO RISCHI SU ALTRI CREDITI,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
2005005,2005005,PARTECIPAZIONI IN IMPRESE CONTR.,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
2010005,2010005,PARTECIPAZIONI IN IMPRESE COLLEG,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
2015005,2015005,PARTECIP.IN IMPRESE CONTROLLANTI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
2020005,2020005,ALTRE PARTECIPAZIONI,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
2025005,2025005,AZIONI PROPRIE,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
2030005,2030005,TITOLI A REDDITO FISSO NON IMMOB,account.data_account_type_current_assets,TRUE,l10n_it_chart_generic
2105005,2105005,F.DO SVAL.PARTEC.IMP.CONTROLLATE,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
2105010,2105010,F.DO SVAL. PARTEC. IN IMP. COLL.,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
2105015,2105015,F.DO SVAL.PART.IMP.CONTROLLANTI,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
2105020,2105020,F.DO SVALUT. ALTRE PARTECIPAZ.,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
2105025,2105025,F.DO SVALUTAZIONE AZIONI PROPRIE,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
2105030,2105030,F.DO SVAL. ALTRI TITOLI NON IMM.,account.data_account_type_current_liabilities,TRUE,l10n_it_chart_generic
2405001,2405001,BANCA CRF ORDINARIO C/C 51471,account.data_account_type_liquidity,TRUE,l10n_it_chart_generic
2405002,2405002,BANCA CRF SBF,account.data_account_type_receivable,TRUE,l10n_it_chart_generic
2405003,2405003,BANCA CR. COOP. ORDINARIO C/C 1965,account.data_account_type_liquidity,TRUE,l10n_it_chart_generic
2405004,2405004,BANCA CR. COOP. SBF C/C 1987,account.data_account_type_receivable,TRUE,l10n_it_chart_generic
2405005,2405005,BANCA CR. COOP. ANTIC. FATT. C/C 35,account.data_account_type_receivable,TRUE,l10n_it_chart_generic
2405006,2405006,BANCA C/C  CARIFERMO 52409,account.data_account_type_liquidity,TRUE,l10n_it_chart_generic
2405007,2405007,BANCA C/C CARIFERMO 52419,account.data_account_type_liquidity,TRUE,l10n_it_chart_generic
2405008,2405008,BANCA C/C MONTE DEI PASCHI C/C 6402,account.data_account_type_liquidity,TRUE,l10n_it_chart_generic
2405009,2405009,BANCA C/C MONTE DEI PASCHI C/C 6592,account.data_account_type_liquidity,TRUE,l10n_it_chart_generic
2405010,2405010,BANCA C/C,account.data_account_type_liquidity,TRUE,l10n_it_chart_generic
2405011,2405011,BANCA CR. COOP. ACCANT. EFFETTI SBF 842,account.data_account_type_receivable,TRUE,l10n_it_chart_generic
2405012,2405012,BANCA DI CR.COOP.PREST.FOTO.CC/90102556,account.data_account_type_liquidity,TRUE,l10n_it_chart_generic
2405013,2405013,BANCA DI CREDITO COOP. CC/84709 EFF.SBF,account.data_account_type_receivable,TRUE,l10n_it_chart_generic
2405014,2405014,CLIENTI C/PRESEN. ANTICIPI SU FATTURE,account.data_account_type_receivable,TRUE,l10n_it_chart_generic
2405015,2405015,BCC PICENA C/ANTICIPI INFO. CC/94100035,account.data_account_type_receivable,TRUE,l10n_it_chart_generic
2405020,2405020,CARTA EURA CARIFERMO,account.data_account_type_liquidity,TRUE,l10n_it_chart_generic
2405021,2405021,CASTELETTO ANTICIPO EFFETTI SBF,account.data_account_type_receivable,TRUE,l10n_it_chart_generic
2405025,2405025,BANCA C/VINCOLATO,account.data_account_type_liquidity,TRUE,l10n_it_chart_generic
2405030,2405030,CARTA DI CREDITO BCC 7303 AGG.AL CC/1965,account.data_account_type_credit_card,TRUE,l10n_it_chart_generic
2405045,2405045,BANCA C/VALUTARIO,account.data_account_type_liquidity,TRUE,l10n_it_chart_generic
2405065,2405065,C/C POSTALE,account.data_account_type_liquidity,TRUE,l10n_it_chart_generic
2405066,2405066,BANCA CR. COOP PICEN. C/C 857 Fatt. HTS,account.data_account_type_liquidity,TRUE,l10n_it_chart_generic
2410005,2410005,ASSEGNI BANCARI,account.data_account_type_liquidity,TRUE,l10n_it_chart_generic
